fundingTime,symbol,fundingRate,markPrice,rateType
2026-08-05 16:00:00.000,BTCUSDT,2.676e-05,64353.50000000,Regular
2026-08-06 00:00:00.002,BTCUSDT,6.595e-05,64633.90000000,Regular
2026-08-06 08:00:00.000,BTCUSDT,2.632e-05,64789.40000000,Regular
2026-08-06 16:00:00.000,BTCUSDT,5.939e-05,64604.20000000,Regular
2026-08-07 00:00:00.000,BTCUSDT,7.99e-06,64300.00000000,Regular
2026-08-07 08:00:00.000,BTCUSDT,4.574e-05,64290.58485507,Regular
2026-08-07 16:00:00.000,BTCUSDT,6.308e-05,64885.50000000,Regular
2026-08-08 00:00:00.001,BTCUSDT,5.557e-05,64885.44786232,Regular
2026-08-08 08:00:00.000,BTCUSDT,5.417e-05,64936.30000000,Regular
2026-08-08 16:00:00.002,BTCUSDT,5.801e-05,65049.72578986,Regular
2026-08-09 00:00:00.000,BTCUSDT,4.423e-05,64928.89433333,Regular
2026-08-09 08:00:00.005,BTCUSDT,6.667e-05,64793.70000000,Regular
2026-08-09 16:00:00.000,BTCUSDT,7.054e-05,65207.70000000,Regular
2026-08-10 00:00:00.001,BTCUSDT,7.497e-05,64869.50227536,Regular
2026-08-10 08:00:00.005,BTCUSDT,7.908e-05,65183.48407971,Regular
2026-08-10 16:00:00.000,BTCUSDT,5.057e-05,64272.42528261,Regular
2026-08-11 00:00:00.000,BTCUSDT,2.301e-05,63939.20000000,Regular
2026-08-11 08:00:00.006,BTCUSDT,1.962e-05,64033.28871739,Regular
2026-08-11 16:00:00.000,BTCUSDT,8.282e-05,63585.55679710,Regular
2026-08-12 00:00:00.001,BTCUSDT,0.0001,63572.00000000,Regular
2026-08-12 08:00:00.000,BTCUSDT,8.568e-05,63810.89568841,Regular
2026-08-12 16:00:00.000,BTCUSDT,6.601e-05,63422.43823913,Regular
2026-08-13 00:00:00.000,BTCUSDT,6.576e-05,63454.70000000,Regular
2026-08-13 08:00:00.000,BTCUSDT,7.218e-05,63833.46161594,Regular
2026-08-13 16:00:00.000,BTCUSDT,7.841e-05,63387.03971514,Regular
2026-08-14 00:00:00.000,BTCUSDT,8.545e-05,63455.99486957,Regular
2026-08-14 08:00:00.001,BTCUSDT,5.999e-05,62888.10000000,Regular
2026-08-14 16:00:00.001,BTCUSDT,6.29e-06,62961.99943478,Regular
2026-08-15 00:00:00.003,BTCUSDT,6.801e-05,63015.07685507,Regular
2026-08-15 08:00:00.002,BTCUSDT,6.523e-05,63050.01692754,Regular
2026-08-15 16:00:00.000,BTCUSDT,5.311e-05,63068.06537681,Regular
2026-08-16 00:00:00.000,BTCUSDT,9.66e-06,63053.96633333,Regular
2026-08-16 08:00:00.002,BTCUSDT,1.839e-05,63034.83995833,Regular
2026-08-16 16:00:00.000,BTCUSDT,5e-05,63114.26984783,Regular
2026-08-17 00:00:00.001,BTCUSDT,3.818e-05,62876.00000000,Regular
2026-08-17 08:00:00.003,BTCUSDT,7.131e-05,63495.97863568,Regular
2026-08-17 16:00:00.005,BTCUSDT,9.202e-05,64169.80000000,Regular
2026-08-18 00:00:00.006,BTCUSDT,5.164e-05,64504.10000000,Regular
2026-08-18 08:00:00.001,BTCUSDT,5.02e-05,64171.00199275,Regular
2026-08-18 16:00:00.003,BTCUSDT,3.65e-05,64823.80000000,Regular
2026-08-19 00:00:00.000,BTCUSDT,1.617e-05,64694.00000000,Regular
2026-08-19 08:00:00.000,BTCUSDT,3.815e-05,64267.18334783,Regular
2026-08-19 16:00:00.004,BTCUSDT,0.0001,68544.29486232,Regular
2026-08-20 00:00:00.001,BTCUSDT,9.655e-05,69320.78060870,Regular
2026-08-20 08:00:00.000,BTCUSDT,0.0001,69820.24279610,Regular
2026-08-20 16:00:00.005,BTCUSDT,9.422e-05,72432.47980435,Regular
2026-08-21 00:00:00.004,BTCUSDT,4.964e-05,72998.70000000,Regular
2026-08-21 08:00:00.000,BTCUSDT,5.814e-05,76319.02847826,Regular
2026-08-21 16:00:00.001,BTCUSDT,0.0001,77221.90043478,Regular
2026-08-22 00:00:00.000,BTCUSDT,0.0001,78309.00000000,Regular
2026-08-22 08:00:00.000,BTCUSDT,0.0001,77286.70000000,Regular
2026-08-22 16:00:00.000,BTCUSDT,0.0001,76995.16521739,Regular
2026-08-23 00:00:00.000,BTCUSDT,0.0001,77084.01150675,Regular
2026-08-23 08:00:00.000,BTCUSDT,0.0001,76015.82505072,Regular
2026-08-23 16:00:00.006,BTCUSDT,0.0001,77128.59832084,Regular
2026-08-24 00:00:00.001,BTCUSDT,0.0001,77710.80000000,Regular
2026-08-24 08:00:00.002,BTCUSDT,0.0001,77292.21472264,Regular
2026-08-24 16:00:00.000,BTCUSDT,0.0001,79065.60000000,Regular
2026-08-25 00:00:00.001,BTCUSDT,5.818e-05,78953.00000000,Regular
2026-08-25 08:00:00.000,BTCUSDT,0.0001,79668.15473913,Regular
2026-08-25 16:00:00.005,BTCUSDT,0.0001,79464.07655072,Regular
2026-08-26 00:00:00.000,BTCUSDT,7.734e-05,78505.40000000,Regular
2026-08-26 08:00:00.005,BTCUSDT,5.927e-05,78888.36194203,Regular
2026-08-26 16:00:00.000,BTCUSDT,7.091e-05,77980.60000000,Regular
2026-08-27 00:00:00.000,BTCUSDT,4.595e-05,78994.90523913,Regular
2026-08-27 08:00:00.000,BTCUSDT,0.0001,79059.04402899,Regular
2026-08-27 16:00:00.013,BTCUSDT,6.331e-05,80273.60000000,Regular
2026-08-28 00:00:00.026,BTCUSDT,6.578e-05,80209.56009420,Regular
2026-08-28 08:00:00.000,BTCUSDT,0.0001,79645.60000000,Regular
2026-08-28 16:00:00.001,BTCUSDT,5.913e-05,78308.90000000,Regular
2026-08-29 00:00:00.000,BTCUSDT,0.0001,77806.12043478,Regular
2026-08-29 08:00:00.000,BTCUSDT,0.0001,77597.93110145,Regular
2026-08-29 16:00:00.002,BTCUSDT,0.0001,77826.43323913,Regular
2026-08-30 00:00:00.000,BTCUSDT,8.283e-05,78201.64952174,Regular
2026-08-30 08:00:00.000,BTCUSDT,0.0001,78081.33333333,Regular
2026-08-30 16:00:00.001,BTCUSDT,7.058e-05,78791.20000000,Regular
2026-08-31 00:00:00.002,BTCUSDT,7.271e-05,77646.74759420,Regular
2026-08-31 08:00:00.002,BTCUSDT,0.0001,78168.28305797,Regular
2026-08-31 16:00:00.001,BTCUSDT,0.0001,78544.30412319,Regular
2026-09-01 00:00:00.005,BTCUSDT,8.482e-05,78549.60000000,Regular
2026-09-01 08:00:00.000,BTCUSDT,0.0001,78600.20000000,Regular
2026-09-01 16:00:00.000,BTCUSDT,3.844e-05,77881.57400725,Regular
2026-09-02 00:00:00.000,BTCUSDT,7.995e-05,77403.12535507,Regular
2026-09-02 08:00:00.001,BTCUSDT,7.998e-05,77444.80000000,Regular
2026-09-02 16:00:00.005,BTCUSDT,3.819e-05,77250.98157246,Regular
2026-09-03 00:00:00.000,BTCUSDT,7.287e-05,77301.45594203,Regular
2026-09-03 08:00:00.000,BTCUSDT,5.866e-05,77622.37865217,Regular
2026-09-03 16:00:00.000,BTCUSDT,8.893e-05,81316.70000000,Regular
2026-09-04 00:00:00.000,BTCUSDT,8.558e-05,81234.45807246,Regular
2026-09-04 08:00:00.000,BTCUSDT,6.498e-05,80628.00000000,Regular
2026-09-04 16:00:00.009,BTCUSDT,4.455e-05,79385.72840330,Regular
2026-09-05 00:00:00.000,BTCUSDT,1.014e-05,79616.14968116,Regular
2026-09-05 08:00:00.000,BTCUSDT,-1.5e-06,79673.05430435,Regular
2026-09-05 16:00:00.001,BTCUSDT,1.923e-05,79762.59457971,Regular
2026-09-06 00:00:00.000,BTCUSDT,3.589e-05,79797.70000000,Regular
2026-09-06 08:00:00.000,BTCUSDT,2.295e-05,79772.53402174,Regular
